,0,1
0,-0.2326876203899975,-97.40020437756282
1,-1.225040104611209,-98.87637158913499
2,-2.274767520208636,-101.58512715720059
3,-3.303702742956897,-101.96515535506529
4,-4.141990978321996,-97.65533003255223
5,-5.296218509117975,-101.00162744897975
6,-6.164674342684476,-98.6820717382298
7,-6.887800377367828,-94.98358820335672
8,-8.228059291573796,-99.64237475465195
9,-8.79446943090178,-94.91860129657351
10,-10.57141414652757,-102.88652591440614
11,-11.532254666713168,-102.17779328823285
12,-12.120430690677004,-98.53707883104803
13,-12.94291528419192,-97.19245967926254
14,-13.473854806457743,-93.98671406828153
15,-15.384030713050795,-100.16971825518125
16,-16.64516516702362,-101.59922955467354
17,-17.086504193475925,-98.13219605476978
18,-17.5525269132266,-95.16726978166919
19,-19.12720433725655,-98.18977956238368
20,-19.919463222675066,-97.07416816220574
21,-20.92193137453293,-97.02194300624168
22,-22.045458799796535,-97.49054004447157
23,-22.395758418214697,-94.63073982445034
24,-23.888641339698694,-96.61726398116708
25,-24.015412211074022,-93.1233392841202
26,-26.203632122723803,-97.56315997962716
27,-26.929663518955543,-96.40743679680122
28,-25.860327159826593,-89.12970612540367
29,-29.752984629710006,-98.84175039998445
30,-29.503731289956292,-94.57664884521118
31,-30.40159387627676,-94.1331780887714
32,-32.32017807661984,-96.75458822949095
33,-33.220037472145314,-96.23520110621001
34,-33.56490362640411,-94.17046710462724
35,-34.63395093215728,-94.18100766983798
36,-35.683907727824234,-94.11982143173074
37,-35.93085942623549,-91.98556941457277
38,-37.49880151349509,-93.23758436191422
39,-37.542766424426205,-90.71581239995501
40,-36.9976563042311,-86.92811370611832
41,-42.111014585723446,-96.25937330454589
42,-42.73983135208902,-95.09552863094369
43,-41.84744917488587,-90.67395224937
44,-43.884640965781585,-92.64181931429091
45,-43.7139087119999,-89.94540631302242
46,-44.66531582944644,-89.61242638074988
47,-46.38397733934872,-90.77544067689242
48,-47.02918260218098,-89.81014584108128
49,-49.09696667545265,-91.52015207465708
50,-49.236703916547654,-89.61765753740794
51,-49.182126533789344,-87.43498981910535
52,-50.432198289055314,-87.59569288584726
53,-51.35159894333069,-87.16504661979089
54,-49.723720036427935,-82.50411933552462
55,-49.74089679150875,-80.69619744237997
56,-53.97312758796074,-85.63322660871432
57,-52.64836740880397,-81.70845269419502
58,-51.7085000214858,-78.51415538138643
59,-56.49020678879639,-83.93526019582647
60,-56.05494735152641,-81.5167210221418
61,-57.89158515468568,-82.41020462179681
62,-56.38429174667999,-78.58199798292046
63,-61.4268746133164,-83.82715957050554
64,-60.13229999536711,-80.36243937871087
65,-59.33312882291226,-77.66310876205401
66,-60.7221931512645,-77.854955739226
67,-60.91561506678526,-76.51273450414162
68,-62.44414663185642,-76.84296205530255
69,-62.648395492146065,-75.53820878333443
70,-62.34763304018216,-73.66383757161182
71,-65.4655411174708,-75.79739676633903
72,-65.94803353657294,-74.83010665722412
73,-64.21254667386292,-71.40844605632542
74,-67.35585844776614,-73.41399052953147
75,-69.20602294451513,-73.93262976606181
76,-70.84576756118959,-74.18335827916421
77,-72.92903001132692,-74.85164431089696
78,-75.93838505204302,-76.39679085929124
79,-72.1634704475686,-71.16149551806704
80,-72.02874700135635,-69.62175757462055
81,-74.77757678370844,-70.8461195073593
82,-70.76483483599925,-65.71406493118134
83,-75.87230007849452,-69.05693954816539
84,-72.85898316829636,-64.99410621816529
85,-76.43286996303453,-66.82174449452212
86,-75.5999385028118,-64.7712421534665
87,-76.19180286489282,-63.968311114716116
88,-74.83021794244522,-61.55998282032801
89,-78.56048650822432,-63.32215752486642
90,-79.79946971359018,-63.01485863998133
91,-79.06328847708538,-61.15988833665505
92,-77.22870821011253,-58.51575747671214
93,-79.32981582454886,-58.868373068480274
94,-79.4839451051417,-57.75925294504681
95,-80.09921058484538,-56.991177880415115
96,-82.68831420930564,-57.596615639463685
97,-80.19412473074878,-54.67645584158275
98,-86.8556560036444,-57.95456267578405
99,-77.12735628876774,-50.35602874807446
100,-84.7378197577347,-54.12406739185785
101,-84.0371006164103,-52.5007563010461
102,-84.84192738257623,-51.8312926237534
103,-81.41264547902891,-48.62506754779676
104,-89.46456367831829,-52.22758682074116
105,-85.07224279805061,-48.52937469490207
106,-89.30170399041643,-49.76512561977307
107,-85.46669226720786,-46.51407726861193
108,-82.64818816701742,-43.914628244394436
109,-89.86140833155162,-46.60106600237097
110,-87.69409423784556,-44.370046815234616
111,-85.24136173251344,-42.06377603360372
112,-91.22248821211059,-43.88643549103784
113,-91.95856980522463,-43.113519584477956
114,-93.18054802648467,-42.55507055607461
115,-91.14327945035294,-40.52810154330983
116,-91.44485420521282,-39.57175477672526
117,-98.2868838659629,-41.3706334155875
118,-91.56763411980322,-37.4689606757901
119,-89.09006644564496,-35.41928500854256
120,-96.33369253131197,-37.187892070621295
121,-89.06045420581523,-33.360767251500505
122,-94.35912515872931,-34.27356247347137
123,-92.5822746020518,-32.58395598811883
124,-95.59194807726526,-32.572605228792305
125,-93.28780689352685,-30.749786156935347
126,-97.401374483616,-31.029382203010762
127,-91.13869252703898,-28.033537683875938
128,-96.11939382223358,-28.516618073721222
129,-97.44309929965446,-27.852235861597762
130,-96.91625621560277,-26.656258700994695
131,-95.42549882010411,-25.222572111858053
132,-97.9749459578124,-24.85096447030151
133,-98.72942231847797,-23.994145088454736
134,-98.70816464484692,-22.9460966964764
135,-102.23943316806864,-22.691809108020383
136,-99.25947937697863,-20.991196241597425
137,-100.70625415716334,-20.247241279419583
138,-102.4312935785336,-19.53044987628142
139,-94.9450096746781,-17.120922162488284
140,-97.96449186910625,-16.655696225985356
141,-101.0859292467035,-16.148047345423812
142,-101.74183683165987,-15.211073656020272
143,-100.97933702563638,-14.066217268643918
144,-98.94350975347398,-12.775366150362613
145,-99.08530335806272,-11.787567809207172
146,-101.92228162963902,-11.092612199256909
147,-100.65100557716733,-9.936895417679501
148,-99.99492565774348,-8.863389740792641
149,-102.53650876510274,-8.056131257400883
150,-100.56111845480923,-6.889869817828239
151,-98.51880090166,-5.760774025455872
152,-103.59204233923487,-5.018536421955483
153,-99.23349838990578,-3.8131704993391633
154,-101.77703784667258,-2.891993536977202
155,-98.21773789103972,-1.8081321463143307
156,-101.52808479843664,-0.8536018912089988
157,-95.8116215822559,0.1525948520781607
158,-95.90277990261109,1.1118175117320137
159,-97.24996374854233,2.1002111916927184
160,-103.05327336011538,3.256809974742
161,-99.66255726051911,4.147622220632183
162,-98.72385276377534,5.097949583530109
163,-98.40372157633719,6.068622363030508
164,-100.28471572175287,7.191940563443362
165,-103.25288060899386,8.443421810231325
166,-97.02471518929599,8.911685756996228
167,-98.30993105215973,10.022070003711406
168,-97.98574257824362,10.980105036351773
169,-101.7428879089997,12.432518859497527
170,-101.91850144125056,13.489681351722352
171,-101.18202539387487,14.423147941150654
172,-97.27088488461457,14.859552139828399
173,-100.35968875132254,16.360035689683688
174,-96.042637071498,16.643886926235947
175,-96.32119633008163,17.68605483971323
176,-96.0265275343035,18.6264485646646
177,-96.26209522564942,19.67295640016446
178,-103.63469110224668,22.261562649472662
179,-95.71499788284558,21.563853356746893
180,-96.55342779597953,22.769611530431668
181,-96.46505925120083,23.769510929321218
182,-101.55375861618718,26.103287392145354
183,-98.60650844096575,26.3996865751189
184,-94.37480296739413,26.280885132749543
185,-94.36284741555811,27.297233864090245
186,-96.6058467987946,28.99606063799364
187,-94.88891292725337,29.51824838458753
188,-95.29514555776709,30.693087235146407
189,-90.78012471583459,30.24411546012951
190,-97.17104064359863,33.45650908778587
191,-93.8707001397653,33.373834217668744
192,-91.71793089429795,33.64529345569642
193,-93.0992269104017,35.21219844184111
194,-92.27035471277236,35.9574384087016
195,-93.21970608019724,37.40539789379354
196,-88.7433762788411,36.64372808254316
197,-91.27871094061244,38.76349742273733
198,-94.71761469038694,41.34670436002383
199,-89.85223143275378,40.29730427252107
200,-88.8372202908206,40.91398853240813
201,-91.51830002393602,43.26322898985572
202,-97.21513283685037,47.15136796770891
203,-91.36126299379374,45.44619289515174
204,-86.29865923759328,44.00982442908833
205,-87.26452896166887,45.60765811971846
206,-88.54202683887523,47.40855821619597
207,-88.48116397133096,48.520616543081644
208,-84.36975721027318,47.3695308196731
209,-86.37199130437276,49.636129061782285
210,-87.77396734481111,51.616220752501306
211,-85.74206184091508,51.58213400282714
212,-85.08166443404713,52.35063631902653
213,-88.42798211127536,55.63627114330922
214,-83.62720077640334,53.7905066331833
215,-84.70691423681093,55.690316950774836
216,-83.55826336502388,56.13985237587379
217,-81.50563280475697,55.95177855199304
218,-84.58250664107993,59.31704803264368
219,-78.45924154536505,56.20161953621537
220,-82.25960533579321,60.17758094073609
221,-79.39673850914824,59.31113399436113
222,-79.69764937695754,60.78703200272968
223,-77.25852594954591,60.15812721635662
224,-79.83318302027808,63.4553864575396
225,-72.9561686412781,59.18926060628794
226,-77.20630483228503,63.9281459243975
227,-79.8578422056657,67.48104267994394
228,-75.70660892068562,65.28194159430247
229,-78.56465077755772,69.12822254043489
230,-78.44943162616309,70.43109947745863
231,-73.4774096105643,67.30635717146329
232,-72.09521114587974,67.3784364508798
233,-74.94266116153926,71.45688679646376
