,0,1
0,34.429826146609095,39.93914347308495
1,28.81693878963481,22.222724353868358
2,36.870323794912366,22.99810166543741
3,27.063980397434474,41.68904602071807
4,33.24963943262574,31.699581470626242
5,31.14554192856595,31.072705946751952
6,37.56166466300428,36.972353600790115
7,38.782753439113314,37.560623172510205
8,35.57226697397092,26.44947992027247
9,34.78406621071215,45.088743558712586
10,31.25249126650342,40.50461129186593
11,33.230454846577686,37.14859691521837
12,31.579732444032512,39.669886784034226
13,40.66213699635402,30.22175880329196
14,31.06101049429218,44.892899206370636
15,27.254715055697485,36.876599846349826
16,30.662000913386294,33.36106618681067
17,36.459431428669824,35.963228626834734
18,37.72605305589834,34.465931060836326
19,28.988398386361297,28.825211529441184
20,50.918840864351424,72.41907687465888
21,70.27465036732605,61.04077011606703
22,53.750948246740464,54.80389300187924
23,49.79065371547276,59.717575535755564
24,64.09710125175961,54.415313515773235
25,66.89743459513176,60.72933852453543
26,50.53300393954724,60.39658229240218
27,53.90443056807416,66.327043800415
28,63.12258651723744,63.984253901964074
29,58.616133395983084,59.984302976547994
30,54.306609558953184,43.02849706663166
31,64.44766425127263,68.85154939664193
32,55.223879839166806,66.24352110364339
33,54.056240429565285,61.028221394025856
34,67.0789348489334,61.296772411071345
35,63.118802321544266,56.76323197484719
36,63.79352607280068,57.748855049916436
37,57.782682005934,64.29730441287334
38,58.648588282043406,55.55359557944799
39,60.138184957845006,51.22730095536513
40,9.68852050528401,56.278185125303104
41,9.162570101591413,60.71937522739489
42,16.594712891233264,63.50756728364358
43,0.5570995059874804,61.32948906545442
44,4.165680493357721,61.44424710776275
45,8.479638528227841,63.70615879020046
46,13.657828361222712,58.185062060241115
47,7.32649036061443,64.3931465282934
48,10.44128436547526,65.61379340885443
49,19.341796261921317,58.77355220172067
50,11.61560977139992,60.87523023266798
51,12.396610364656611,62.52459391494782
52,0.4276974065719479,62.59056430168539
53,1.37214672732377,59.201659992033385
54,13.980379435395882,69.94013363782857
55,6.339873243872859,74.30362772791429
56,5.848129505361335,57.37092971211058
57,4.064413156611871,64.56791693005124
58,16.900906607931176,59.745330685200564
59,1.24819345378509,57.8802262377521
